id_recensione,nome_vino,cantina,regione,denominazione,vitigno,annata,punteggio,fascia_punteggio,prezzo_usd,fascia_prezzo_usd,recensore,nota_degustazione,punti_per_dollaro
640,Paolo Scavino 2014  Barbera d'Alba,Paolo Scavino,Piemonte,Barbera d'Alba,Barbera,2014,88,87-89 Molto buono,20.0,2. Da 15 a 24,Kerin O'Keefe,"Aromas of dark-skinned berry, blue flowers and a whiff of baking spices lead the nose on this vibrant red. The juicy palate doles out black cherry, red raspberry, white pepper and star anise alongside vibrant acidity. It's made to be drunk young so enjoy soon.",4.4
641,Parusso 2008 Le Coste Mosconi  (Barolo),Parusso,Piemonte,Barolo,Nebbiolo,2008,91,90-94 Ottimo,82.0,5. 75 e oltre,Non indicato,"Nebbiolo from two vineyard sites (Le Coste and Mosconi) is blended to create a tasty wine with notes of cherry, blackberry and leather. It's silky smooth on the finish despite its young age.",1.11
642,Parusso 2012 Bussia  (Barolo),Parusso,Piemonte,Barolo,Nebbiolo,2012,87,87-89 Molto buono,90.0,5. 75 e oltre,Kerin O'Keefe,"Stalky underbrush, celery, eucalyptus and oak-driven spice aromas lead the nose. The bracing palate offers raw cherry, licorice, coconut, toast and espresso alongside a backbone of assertive, drying tannins that clench the finish. Let the tannins soften for a ",0.97
643,Parusso 2012  Barolo,Parusso,Piemonte,Barolo,Nebbiolo,2012,85,80-86 Buono,50.0,4. Da 40 a 74,Kerin O'Keefe,"This opens with aromas that recall weedy underbrush, crushed dill, camphor, saline, hay and a hint of orange rind. The evolved palate offers roasted coffee bean, licorice and a confectionary note but it lacks fruit richness. Astringent but fleeting tannins dry",1.7
644,Pasquale Pelissero 2013 Bricco San Giuliano  (Barbaresco),Pasquale Pelissero,Piemonte,Barbaresco,Nebbiolo,2013,88,87-89 Molto buono,40.0,4. Da 40 a 74,Kerin O'Keefe,"Aromas of red berry, exotic spice and blue flower lift out of the glass. The firm, grippy palate shows espresso, clove and dried cherry alongside assertive tannins that leave a bracing finish.",2.2
645,Pasquale Pelissero 2014 San Giuliano  (Barbaresco),Pasquale Pelissero,Piemonte,Barbaresco,Nebbiolo,2014,86,80-86 Buono,38.0,3. Da 25 a 39,Kerin O'Keefe,"This opens with French oak and toasted hazelnut aromas. The lean, assertive palate offers roasted coffee bean and licorice flavors alongside grainy tannins that leave an astringent finish.",2.26
646,Pecchenino 2012 Bussia  (Barolo),Pecchenino,Piemonte,Barolo,Nebbiolo,2012,89,87-89 Molto buono,75.0,5. 75 e oltre,Kerin O'Keefe,"Dark berry, toasted hazelnut and menthol aromas lift out of the glass. The tightly wound palate is still rather closed and on the lean side in terms of fruit richness, but slowly reveals sour cherry, licorice and a note of ground pepper. A tannic backbone prov",1.19
647,Pecchenino 2012 Le Coste di Monforte  (Barolo),Pecchenino,Piemonte,Barolo,Nebbiolo,2012,87,87-89 Molto buono,70.0,4. Da 40 a 74,Kerin O'Keefe,"This opens with funky aromas of game, scorched soil, roasted herb and a whiff of barnyard. The palate is on the raw side, showing sour cherry and a sprinkling of white pepper framed in raspy tannins.",1.24
648,Pelissero 2006 Nubiola  (Barbaresco),Pelissero,Piemonte,Barbaresco,Nebbiolo,2006,90,90-94 Ottimo,39.0,3. Da 25 a 39,Non indicato,"Here's a well-priced Barbaresco from a quality producer with ample oak-driven aromas of almond, spice, milk chocolate and sweet vanilla. It is a genuine and straight forward Nebbiolo with a brambly, thorny finish accented by intense power and loads of black li",2.31
649,Pelissero 2013 Tulin  (Barbaresco),Pelissero,Piemonte,Barbaresco,Nebbiolo,2013,88,87-89 Molto buono,70.0,4. Da 40 a 74,Kerin O'Keefe,"This has aromas of oak, grilled herb, dried porcini mushroom, a note of stewed fruit and camphor. The straightforward palate shows leather, grilled herb, toast and red cherry alongside firm seasoned tannins.",1.26
650,Pico Maccario 2010 Lavignone  (Barbera d'Asti),Pico Maccario,Piemonte,Barbera d'Asti,Barbera,2010,87,87-89 Molto buono,13.0,1. Sotto 15,Non indicato,"Lavignone is a simple but classy Barbera with solid aromas of forest berry, cassis and fresh tobacco leaf. The wine would pair with fried zucchini flowers stuffed with melted mozzarella cheese.",6.69
651,Pico Maccario 2016 Lavignone  (Barbera d'Asti),Pico Maccario,Piemonte,Barbera d'Asti,Barbera,2016,87,87-89 Molto buono,16.0,2. Da 15 a 24,Kerin O'Keefe,"This opens with black-skinned berry, clove and cooking spice aromas. The straightforward palate shows ripe black cherry, black plum and white pepper notes alongside smooth tannins. Drink soon.",5.44
652,Piero Busso 2013 Gallina  (Barbaresco),Piero Busso,Piemonte,Barbaresco,Nebbiolo,2013,90,90-94 Ottimo,75.0,5. 75 e oltre,Kerin O'Keefe,"This opens with subtle aromas suggesting underbrush, exotic spice, vanilla, menthol and toast. On the structured palate, bright acidity and firm, fine-grained tannins support ripe Marasca cherry, clove and star anise flavors. Drink 2021-2031.",1.2
653,Pietro Rinaldi 2009 San Cristoforo  (Barbaresco),Pietro Rinaldi,Piemonte,Barbaresco,Nebbiolo,2009,92,90-94 Ottimo,50.0,4. Da 40 a 74,Non indicato,"This opens with a plush, dark appearance and generous aromas of ripe fruit, tobacco, hazelnut and bitter chocolate. It delivers balance, determination and polished tannins.",1.84
654,Pio Cesare 2003  Barbaresco,Pio Cesare,Piemonte,Barbaresco,Nebbiolo,2003,87,87-89 Molto buono,61.0,4. Da 40 a 74,Non indicato,"The 2003 Barbaresco is evolving well, if quickly. It shows mature flavors of smoky fruit, sweet plums, graphite and a touch of rubber. Soft on the palate, and delicious now, it should drink well for another five years.",1.43
655,Pio Cesare 2004  Barolo,Pio Cesare,Piemonte,Barolo,Nebbiolo,2004,90,90-94 Ottimo,64.0,4. Da 40 a 74,Non indicato,"Plenty of leather, rose and vanilla from toasty French oak make for a very pretty opening. The full-bodied palate shows exuberant cherry and boysenberry flavors wrapped in a refined tannin structure. A modern expression that can be enjoyed now or laid down to ",1.41
656,Pio Cesare 2007  Dolcetto d'Alba,Pio Cesare,Piemonte,Dolcetto d'Alba,Dolcetto,2007,84,80-86 Buono,22.0,2. Da 15 a 24,Non indicato,Spicy strawberry scents are a bit hampered by some rubbery aromas which may subside over time. Soft tannins frame raspberry and black cherry flavors in the mouth which persist on the juicy finish.,3.82
657,Pio Cesare 2008  Dolcetto d'Alba,Pio Cesare,Piemonte,Dolcetto d'Alba,Dolcetto,2008,88,87-89 Molto buono,21.0,2. Da 15 a 24,Non indicato,"A strong showing, with tones of blueberry and iodine interwoven with animal and barnyard scents on the nose. The palate shows red fruit flavors with flowers at the back and ends on a leather note. Refined tannins allow for immediate consumption.",4.19
658,Pio Cesare 2010  Barbaresco,Pio Cesare,Piemonte,Barbaresco,Nebbiolo,2010,94,90-94 Ottimo,65.0,4. Da 40 a 74,Kerin O'Keefe,"Perfumed and structured, this opens with a beautiful fragrance of intense violet layered with bright raspberry and balsamic notes. The palate has nice depth, delivering juicy wild cherry accented with vanilla, cinnamon, mocha and a note of Mediterranean herbs.",1.45
659,Podere Ruggeri Corsini 2005 San Pietro  (Barolo),Podere Ruggeri Corsini,Piemonte,Barolo,Nebbiolo,2005,90,90-94 Ottimo,44.0,4. Da 40 a 74,Non indicato,"This young Barolo offers a distinctive nose enhanced by fresh herbal notes and loads of pretty mineral tones that follow black fruit and forest berry. There are subtle shadings of sweet vanilla, powdered licorice and cinnamon as well and the wine offers soft, ",2.05
660,Podere Ruggeri Corsini 2012 Bricco San Pietro  (Barolo),Podere Ruggeri Corsini,Piemonte,Barolo,Nebbiolo,2012,90,90-94 Ottimo,38.0,3. Da 25 a 39,Kerin O'Keefe,"This opens with aromas of camphor, dried herb and red berry while the firm palate shows black licorice, peppercorn, sour cherry and a hint of tobacco. A backbone of assertive tannins provides structure. Drink after 2020.",2.37
661,Poderi Aldo Conterno 2010 Bussia Cicala  (Barolo),Poderi Aldo Conterno,Piemonte,Barolo,Nebbiolo,2010,95,95-100 Eccezionale,130.0,5. 75 e oltre,Kerin O'Keefe,"Juicy black cherry, tobacco, leather, underbrush, licorice, menthol, mint and balsamic notes all come together on this powerfully structured wine. The succulent, ripe fruit is supported by a solid tannic backbone. It's already delicious but it's still compact ",0.73
662,Poderi Aldo Conterno 2011 Bussia Colonnello  (Barolo),Poderi Aldo Conterno,Piemonte,Barolo,Nebbiolo,2011,92,90-94 Ottimo,130.0,5. 75 e oltre,Kerin O'Keefe,"Robust and forward, this opens with aromas of dried rose petal, truffle, forest floor, baked fruit and sweet cake spice. The warm palate doles out notes of high-toned cherry, cinnamon, clove and anisette alongside big, velvety tannins. Hold for a few years and",0.71
663,Poderi Aldo Conterno 2011 Bussia Romirasco  (Barolo),Poderi Aldo Conterno,Piemonte,Barolo,Nebbiolo,2011,94,90-94 Ottimo,180.0,5. 75 e oltre,Kerin O'Keefe,"Combining power and finesse, this superb Barolo has subtle aromas of ripe berry, anise, leather and menthol. The taut, full-bodied palate is still young, showing rich black cherry, white pepper, clove, chopped herb and licorice alongside youthfully bracing tan",0.52
664,Poderi Aldo Conterno 2011 Bussia  (Barolo),Poderi Aldo Conterno,Piemonte,Barolo,Nebbiolo,2011,94,90-94 Ottimo,80.0,5. 75 e oltre,Kerin O'Keefe,"Full-bodied and fragrant this offers lovely aromas of rose, violet and ripe red berry. The delicious, structured palate doles out layers of succulent black cherry, raspberry, cake spice, licorice and chopped aromatic herb alongside velvety tannins. Well balanc",1.18
665,Poderi Colla 2011 Roncaglie  (Barbaresco),Poderi Colla,Piemonte,Barbaresco,Nebbiolo,2011,93,90-94 Ottimo,70.0,4. Da 40 a 74,Kerin O'Keefe,"This opens with a classic Nebbiolo fragrance of red rose, leather, perfumed wild berries, forest floor and a hint of menthol. On the palate, white pepper, mint, thyme and eucalyptus notes add depth to the mouthwatering wild cherry and ripe raspberry flavors. I",1.33
666,Poderi Luigi Einaudi 2012 Terlo  (Barolo),Poderi Luigi Einaudi,Piemonte,Barolo,Nebbiolo,2012,89,87-89 Molto buono,55.0,4. Da 40 a 74,Kerin O'Keefe,"Initially a bit shy, this slowly opens in the glass to reveal aromas of ripe berry, leather, baking spice and a hint of scorched earth. The palate offers suggestions of raspberry compote, dried black cherry, vanilla and licorice alongside tightly wound tannins",1.62
667,Poderi Luigi Einaudi 2013  Dogliani,Poderi Luigi Einaudi,Piemonte,Dogliani,Dolcetto,2013,88,87-89 Molto buono,19.0,2. Da 15 a 24,Kerin O'Keefe,"This medium-bodied, easygoing red offers aromas of blue flowers, dark berry, underbrush and a whiff of cake spice. The palate delivers blackberry, red currant, ground pepper and a note of star anise alongside firm, refined tannins. An almond note backs up the ",4.63
668,Principessa Gavia 2010  Gavi,Principessa Gavia,Piemonte,Gavi,Cortese,2010,86,80-86 Buono,14.0,1. Sotto 15,Non indicato,"Light and fresh with a cooling, crisp consistency, this luminous white wine would pair nicely with spicy Indian or Mexican appetizers. Aromas of white flower, stone fruit and sweet apricot appear on the close.",6.14
669,Prinsi 2012 Gaia Principe  (Barbaresco),Prinsi,Piemonte,Barbaresco,Nebbiolo,2012,89,87-89 Molto buono,43.0,4. Da 40 a 74,Kerin O'Keefe,"This is initially quite closed but it eventually opens up in the glass to reveal wild berry, cooking spice and a whiff of cellar floor. The palate offers unripe sour cherry, white pepper, cinnamon and grilled herb alongside youthfully assertive tannins. Drink ",2.07
670,Produttori del Barbaresco 2004 Pora Riserva  (Barbaresco),Produttori del Barbaresco,Piemonte,Barbaresco,Nebbiolo,2004,90,90-94 Ottimo,80.0,5. 75 e oltre,Non indicato,"Pora is an excellent cru with west- and south-facing vineyards that is known to produce Nebbiolo with a great capacity for aging. Indeed, this Riserva seems to yearn for more time in the bottle. It has direct aromas that carry a hint of greenness in the form o",1.12
671,Produttori del Barbaresco 2009 Pajè Riserva  (Barbaresco),Produttori del Barbaresco,Piemonte,Barbaresco,Nebbiolo,2009,90,90-94 Ottimo,65.0,4. Da 40 a 74,Kerin O'Keefe,"Blue flower, ripe cherry, leather and cake spice aromas carry over to the palate along with velvety tannins. Reflecting the heat of the vintage, it's forward and evolved with soft acidity. Drink through 2019.",1.38
672,Produttori del Barbaresco 2011 Montestefano Riserva  (Barbaresco),Produttori del Barbaresco,Piemonte,Barbaresco,Nebbiolo,2011,94,90-94 Ottimo,58.0,4. Da 40 a 74,Kerin O'Keefe,"Ripe and structured, this full-bodied red opens with alluring scents of star anise, dark-skinned berry, underbrush, leather and a balsamic note. On the juicy palate, menthol, licorice and baking spice accent a core of black cherry. Noble tannins provide the fr",1.62
673,Produttori del Barbaresco 2011 Asili Riserva  (Barbaresco),Produttori del Barbaresco,Piemonte,Barbaresco,Nebbiolo,2011,94,90-94 Ottimo,58.0,4. Da 40 a 74,Kerin O'Keefe,"Lovely scents of rose, iris, wild berry, vineyard dust, baking spice and a hint of new leather all come together on this fragrant red. The structured, elegant palate delivers juicy black cherry, licorice, clove and mineral alongside supple tannins that give it",1.62
674,Prunotto 2005 Bric Turot  (Barbaresco),Prunotto,Piemonte,Barbaresco,Nebbiolo,2005,91,90-94 Ottimo,75.0,5. 75 e oltre,Non indicato,"The Bric Turot expression delivers sweet aromas of mature berry fruit, spice, mocha, nutmeg and cedar. The generous mouthfeel is round and plush with velvety impressions of melted chocolate and creamy vanilla. Drink after 2010.",1.21
675,Punset 2010 S. Cristoforo Campo Quadro Riserva  (Barbaresco),Punset,Piemonte,Barbaresco,Nebbiolo,2010,89,87-89 Molto buono,45.0,4. Da 40 a 74,Kerin O'Keefe,"This opens with aromas of steeped prune, chopped herb and a whiff of baking spice. The palate offers crunchy red cherry, mint, sage and ground aniseed alongside rugged tannins that leave a mouth-puckering finish.",1.98
676,Renato Ratti 2013 Rocche dell'Annunziata  (Barolo),Renato Ratti,Piemonte,Barolo,Nebbiolo,2013,95,95-100 Eccezionale,100.0,5. 75 e oltre,Kerin O'Keefe,"Aromas of exotic spice, rose, red berry, tobacco and a whiff of French oak mingle together in the glass. The aromas carry over to the elegant, firmly structured palate, along with strawberry, morello cherry and licorice. Firm, fine-grained tannins provide refi",0.95
677,Revello Fratelli 2013 Gattera  (Barolo),Revello Fratelli,Piemonte,Barolo,Nebbiolo,2013,93,90-94 Ottimo,55.0,4. Da 40 a 74,Kerin O'Keefe,"Intensely floral scents of fragrant blue flower and rose mingle with red berry and a whiff of dark spice. On the elegant, structured palate, star anise and cinnamon accent juicy Marasca cherry and crushed raspberry. Firm refined tannins and bright acidity prov",1.69
678,Ricossa 2007  Barolo,Ricossa,Piemonte,Barolo,Nebbiolo,2007,88,87-89 Molto buono,40.0,4. Da 40 a 74,Non indicato,"There's a subdued, easy quality to the bouquet, encompassing aromas of wild berry, ginger, cola and leather. The finish is smooth, fine and slightly chewy.",2.2
679,Ricossa 2010 Antica Casa Malvasia Nera (Casorzo),Ricossa,Piemonte,Casorzo,Malvasia Nera,2010,84,80-86 Buono,16.0,2. Da 15 a 24,Non indicato,"This rosé dessert wine has a creamy fizz, with flavors of sweet raspberry and wild berry. Simple and sweet, it is dark raspberry in color.",5.25
680,Ricossa 2011 Antica Casa  (Moscato d'Asti),Ricossa,Piemonte,Moscato d'Asti,Moscato,2011,86,80-86 Buono,15.0,2. Da 15 a 24,Non indicato,"This is a textbook example of Moscato. The bouquet offers bright aromas of white flower, honey and fresh peach.",5.73
681,Ricossa 2011  Barbaresco,Ricossa,Piemonte,Barbaresco,Nebbiolo,2011,89,87-89 Molto buono,30.0,3. Da 25 a 39,Kerin O'Keefe,"Toast, mint, red berry and leather aromas come together on this firm red. The palate offers up ripe wild cherry, grilled herb, clove and anise while assertive tannins provide the framework and leave an astringent finish.",2.97
682,Ricossa 2013  Barbera d'Asti,Ricossa,Piemonte,Barbera d'Asti,Barbera,2013,88,87-89 Molto buono,17.0,2. Da 15 a 24,Kerin O'Keefe,"Rose, red berry and a whiff of cake spice aromas meld in the glass. The bright, easy-drinking palate doles out Morello cherry, black raspberry, cinnamon and ground green pepper while vibrant acidity provides backup. There's no complexity but it is savory and r",5.18
683,Rivetti Massimo 2006 Costa di Mu Pinot Nero (Langhe),Rivetti Massimo,Piemonte,Langhe,Pinot Nero,2006,88,87-89 Molto buono,29.0,3. Da 25 a 39,Non indicato,"Here's a spicy and elegant expression of Pinot Nero (from Piedmont in northern Italy) with very nice intensity and staying power. You'll get aromas of wild berry, vanilla and light graphite layers followed by a smooth, supple feel in the mouth.",3.03
684,Rivetti Massimo 2011 Froi  (Barbaresco),Rivetti Massimo,Piemonte,Barbaresco,Nebbiolo,2011,90,90-94 Ottimo,50.0,4. Da 40 a 74,Kerin O'Keefe,"This structured wine features an enticing fragrance of red rose petal, blue flower and a whiff of crushed red berry. The robust palate delivers juicy black cherry layered with notes of spice, vanilla, tobacco and anisette alongside firm tannins that need time ",1.8
685,Rivetti Massimo 2013  Barbaresco,Rivetti Massimo,Piemonte,Barbaresco,Nebbiolo,2013,88,87-89 Molto buono,40.0,4. Da 40 a 74,Kerin O'Keefe,"Scents of cocoa, ripe berry and a balsamic note come together on this. The jammy, straightforward palate offers dark cherry, raspberry, coffee and a hint of licorice alongside fine-grained tannins.",2.2
686,Rivetti Massimo 2014  Barbera d'Alba,Rivetti Massimo,Piemonte,Barbera d'Alba,Barbera,2014,87,87-89 Molto buono,35.0,3. Da 25 a 39,Kerin O'Keefe,"Blackberry, ripe plum, kitchen spice and moist earth aromas lead the nose. The straightforward, easy-drinking, palate offers black cherry, white pepper and a hint of anise alongside lively acidity.",2.49
687,Rivetto 2012 Cè Vanin  (Barbaresco),Rivetto,Piemonte,Barbaresco,Nebbiolo,2012,92,90-94 Ottimo,41.0,4. Da 40 a 74,Kerin O'Keefe,"Grilled herb, underbrush toasted hazelnut and stewed prune aromas meld together along with a floral note. The juicy, structured palate presents fleshy Morello cherry, raspberry, star anise, clove and a hint of orange zest alongside firm, polished tannins that ",2.24
688,Rizieri 2012  Barolo,Rizieri,Piemonte,Barolo,Nebbiolo,2012,90,90-94 Ottimo,49.0,4. Da 40 a 74,Kerin O'Keefe,"Aromas suggesting underbrush, sweat, tobacco and toast reluctantly come together in the glass. The brooding palate is more appealing, delivering ripe cherry, black raspberry, grilled sage and a hint of vanilla alongside tart acidity and ripe, assertive tannins",1.84
689,Rizzi 2008  Barbera d'Alba,Rizzi,Piemonte,Barbera d'Alba,Barbera,2008,87,87-89 Molto buono,18.0,2. Da 15 a 24,Non indicato,"Barbera d'Alba delivers a fresh, slightly raw note of raspberry or wild berry surrounded by light shadings of spice and smoke. This is a balanced wine with bright fruit tones and fresh acidity that showcases a clean, traditional style.",4.83
690,Rizzi 2009 Pajoré  (Barbaresco),Rizzi,Piemonte,Barbaresco,Nebbiolo,2009,90,90-94 Ottimo,58.0,4. Da 40 a 74,Non indicato,"This is a crisp expression of Nebbiolo that is finessed and elegant. It opens with dusty aromas of dried currant, crushed stone and black pepper. The tannins are solid and polished; it needs at least 10 more years of cellar aging.",1.55
691,Rizzi 2010 Boito Riserva  (Barbaresco),Rizzi,Piemonte,Barbaresco,Nebbiolo,2010,92,90-94 Ottimo,70.0,4. Da 40 a 74,Kerin O'Keefe,"Red berry, rose, leather and baking spice aromas come together in the glass. The structured, juicy palate doles out ripe black cherry, licorice, roasted herb and tobacco alongside firm, velvety tannins. Still young and bracing, give this a few more years to fu",1.31
692,Rocca Felice 2011  Barbaresco,Rocca Felice,Piemonte,Barbaresco,Nebbiolo,2011,87,87-89 Molto buono,30.0,3. Da 25 a 39,Kerin O'Keefe,"Bright red berry and violet aromas lead off this soft, medium-bodied red. The palate offers dark cherry and a whiff of white pepper alongside round tannins. It's already accessible so enjoy soon. Drink through 2017.",2.9
693,Rocca Giovanni 2012 Mosconi  (Barolo),Rocca Giovanni,Piemonte,Barolo,Nebbiolo,2012,88,87-89 Molto buono,75.0,5. 75 e oltre,Kerin O'Keefe,"Toasted oak, espresso and exotic spice aromas emerge on this structured red. On the palate, French oak, vanilla, and chocolate underscore ripe berries while raspy tannins leave an astringent mouth-drying close.",1.17
694,Réva 2012 Ravera  (Barolo),Réva,Piemonte,Barolo,Nebbiolo,2012,88,87-89 Molto buono,80.0,5. 75 e oltre,Kerin O'Keefe,"Bright aromas of wild cherry, iris, rose and a hint of balsamic herb come together on this. The full-bodied palate delivers tart red cherry, orange peel and a green note of sage accompanied by astringent tannins that grip the finish.",1.1
695,San Silvestro 2016 Primaio  (Dolcetto d'Alba),San Silvestro,Piemonte,Dolcetto d'Alba,Dolcetto,2016,86,80-86 Buono,16.0,2. Da 15 a 24,Kerin O'Keefe,"This simple red leads with baking spice, underbrush and red-skinned berry aromas. The palate delivers orange peel, black cherry and clove flavors, with round tannins. Drink soon.",5.38
696,Sandrone 2012 Cannubi Boschis  (Barolo),Sandrone,Piemonte,Barolo,Nebbiolo,2012,94,90-94 Ottimo,165.0,5. 75 e oltre,Kerin O'Keefe,"Enticing scents of pressed rose, wild berry, scorched soil, leather and menthol take shape in the glass. The juicy, savory palate doles out red cherry, crushed raspberry, licorice, baking spice and grilled herb alongside ripe, velvety tannins. It's already app",0.57
697,Saracco 2015  Moscato d'Asti,Saracco,Piemonte,Moscato d'Asti,Moscato,2015,92,90-94 Ottimo,16.0,2. Da 15 a 24,Kerin O'Keefe,"Intensely aromatic, this opens with tantalizing scents of citrus blossom, yellow peach and aromatic herb. The creamy, foaming palate offers apricot, candied tangerine zest, lemon drop and a note of crystallized ginger. Bright acidity and a hint of thyme lift t",5.75
698,Sobrero 2010 Ciabot Tanasio  (Barolo),Sobrero,Piemonte,Barolo,Nebbiolo,2010,93,90-94 Ottimo,50.0,4. Da 40 a 74,Kerin O'Keefe,"This is still a bit closed, but scents of rose, berry, white spices and underbrush slowly emerge. The savory flavors include bright berry, black cherry and white pepper supported by lively acidity and firm tannins. Young and tightly wound, it needs time to unf",1.86
699,Sobrero 2012 Ciabot Tanasio  (Barolo),Sobrero,Piemonte,Barolo,Nebbiolo,2012,90,90-94 Ottimo,49.0,4. Da 40 a 74,Kerin O'Keefe,"Ripe and juicy, this opens with aromas of dark berry, leather, underbrush and a whiff of game. The round, chewy palate doles out black cherry extract, clove, tobacco and star anise while meaty tannins provide the framework. Drink 2018-2023.",1.84
700,Socré 2010 Roncaglie Riserva  (Barbaresco),Socré,Piemonte,Barbaresco,Nebbiolo,2010,88,87-89 Molto buono,94.0,5. 75 e oltre,Kerin O'Keefe,"Aromas of toasted oak, coffee and red berry lead the nose. The palate delivers dried cherry, vanilla, coconut and a note of powdered sage while bracing tannins give it a drying finish. Drink 2017-2012.",0.94
701,Sordo 2010 Monvigliero  (Barolo),Sordo,Piemonte,Barolo,Nebbiolo,2010,95,95-100 Eccezionale,65.0,4. Da 40 a 74,Kerin O'Keefe,"This elegant wine is all about silky texture and balance. It delivers crushed flower, sour cherry, black raspberry, cinnamon and balsamic sensations alongside supple tannins and vibrant acidity. It's already accessible but is still young and promises to blosso",1.46
702,Sordo 2011 Gabutti  (Barolo),Sordo,Piemonte,Barolo,Nebbiolo,2011,93,90-94 Ottimo,65.0,4. Da 40 a 74,Kerin O'Keefe,"Rose petal, perfumed berry pressed powder and sweet cake spice aromas lead the way. The vibrant palate offers crunchy red cherry, raspberry, white pepper, grilled herb and tobacco alongside fresh acidity and assertive tannins. Drink 2019-2029.",1.43
703,Sottimano 2012 Fausoni  (Barbaresco),Sottimano,Piemonte,Barbaresco,Nebbiolo,2012,94,90-94 Ottimo,58.0,4. Da 40 a 74,Kerin O'Keefe,"This beautifully balanced wine boasts and enviable combination of structure and finesse. It opens with enticing aromas of pressed rose, iris, wild berry, cake spice and a whiff of pressed powder while the full-bodied palate delivers ripe black cherry, crushed ",1.62
704,Tenuta Carretta 2009 Cannubi  (Barolo),Tenuta Carretta,Piemonte,Barolo,Nebbiolo,2009,88,87-89 Molto buono,99.0,5. 75 e oltre,Kerin O'Keefe,"Leafy underbrush, dried sage, rose, grilled herb and leather aromas lead the nose. The straightforward palate delivers sour cherry and ground white pepper alongside firm but rather fleeting tannins. Drink through 2019.",0.89
705,Tenuta Carretta 2011  Nebbiolo d'Alba,Tenuta Carretta,Piemonte,Nebbiolo d'Alba,Nebbiolo,2011,86,80-86 Buono,20.0,2. Da 15 a 24,Kerin O'Keefe,This simple wine offers up subdued sensations of raw berries and a hint of mocha but it lacks fruit richness. It's already very evolved and should be drunk soon.,4.3
706,Tenuta Olim Bauda 2011 Centive  (Moscato d'Asti),Tenuta Olim Bauda,Piemonte,Moscato d'Asti,Moscato,2011,87,87-89 Molto buono,16.0,2. Da 15 a 24,Non indicato,"Centive is a pleasant and lively Moscato d'Asti with fragrant tones of dried flowers, jasmine soap, lavender honey and sun-ripened peach. The smooth mouthfeel is capped by loads of frothy cream.",5.44
707,Tenuta Rocca 2011  Barolo,Tenuta Rocca,Piemonte,Barolo,Nebbiolo,2011,89,87-89 Molto buono,59.0,4. Da 40 a 74,Kerin O'Keefe,"Baking spice, dried flower, dark-skinned berry and a whiff of coconut lead the nose on this straightforward Barolo. The firm palate offers dried black cherry, toast and vanilla alongside firm, tightly knit tannins.",1.51
708,Tenute Cisa Asinari dei Marchesi di Gresy 2004 Camp Gros Martinenga  (Barbaresco),Tenute Cisa Asinari dei Marchesi di Gresy,Piemonte,Barbaresco,Nebbiolo,2004,91,90-94 Ottimo,85.0,5. 75 e oltre,Non indicato,Camp Gros Martinenga is located on the lower part of Rabajà at the heart of Barbaresco and produces wines with excellent expansion and staying power. This wine does an excellent job of highlighting elegance and tradition. It is streamlined and firm in the mout,1.07
709,Tenute Cisa Asinari dei Marchesi di Gresy 2010 Martinenga  (Barbaresco),Tenute Cisa Asinari dei Marchesi di Gresy,Piemonte,Barbaresco,Nebbiolo,2010,91,90-94 Ottimo,55.0,4. Da 40 a 74,Kerin O'Keefe,"This single-vineyard Barbaresco offers underbrush and tobacco leaf aromas layered with toast, espresso and oak. The palate is succulent, featuring black cherry, licorice, spice and eucalyptus notes. Nicely balanced, but still young and aggressive; best after 2",1.65
710,Terre da Vino 2006 Croere  (Barbera d'Alba Superiore),Terre da Vino,Piemonte,Barbera d'Alba Superiore,Barbera,2006,88,87-89 Molto buono,21.0,2. Da 15 a 24,Non indicato,"Here's a ripe and slightly jammy expression of Barbera d'Alba with thick fruit layers followed by intense spice, chocolate and toasted almond. The wine is succulent and dense in the mouth and would stand up to braised beef or country stew.",4.19
711,Tiziano Mazzoni 2011 Ai Livelli  (Ghemme),Tiziano Mazzoni,Piemonte,Ghemme,Nebbiolo,2011,89,87-89 Molto buono,52.0,4. Da 40 a 74,Kerin O'Keefe,"Made entirely with Nebbiolo, this opens with aromas of French oak, vanilla, licorice, and underbrush. The aromas follow over to the palate along with dried cherry while fine-grained tannins provide support.",1.71
712,Travaglini 2008 Riserva  (Gattinara),Travaglini,Piemonte,Gattinara,Nebbiolo,2008,94,90-94 Ottimo,45.0,4. Da 40 a 74,Kerin O'Keefe,"Earthy fragrances of violet, tilled soil, leather, menthol and spicy plum jump out of the glass. The delicious palate boasts structure and finesse, seamlessly weaving together ripe wild cherry, crushed blackberry, juicy plum and baking spice alongside tightly ",2.09
713,Travaglini 2011 Il Sogno  (Gattinara),Travaglini,Piemonte,Gattinara,Nebbiolo,2011,93,90-94 Ottimo,120.0,5. 75 e oltre,Kerin O'Keefe,"Aromas of baked plum, cake spice, purple flower and a balsamic note jump out of the glass. The full-bodied palate shows power and finesse, delivering dried cherry, fig, vanilla, nutmeg and pipe tobacco while firm, velvety tannins provide the framework.",0.78
714,Vallana 2006  Gattinara,Vallana,Piemonte,Gattinara,Nebbiolo,2006,95,95-100 Eccezionale,32.0,3. Da 25 a 39,Kerin O'Keefe,"Alpine herb, underbrush, pressed rose petal, dried berry and a balsamic note are some of the aromas you'll find in this elegant Nebbiolo. It's still remarkably youthful, with bright red cherry, fresh raspberry, clove, white pepper and mineral flavors accented ",2.97
